0,1,56,1,2,6,1,2,0,49,3,3,3,4058.0,793,3265.0,0.758,15865,105,0.667,0.195
0,1,47,1,2,0,1,0,0,35,4,3,2,3636.0,1010,2626.0,0.596,1564,59,0.6859999999999999,0.278
1,0,61,1,0,2,1,2,0,56,6,2,3,9918.0,850,9068.0,0.688,2485,40,0.29,0.086
0,1,40,1,3,3,1,1,0,33,4,3,3,6884.0,1001,5883.0,0.7859999999999999,975,11,0.833,0.145
0,1,46,1,4,2,2,3,0,26,4,3,0,1791.0,1337,454.0,0.763,3592,46,0.917,0.747
0,1,33,0,2,2,2,4,0,19,3,2,3,5141.0,1737,3404.0,0.985,5859,82,0.7829999999999999,0.33799999999999997
0,1,45,1,3,6,2,3,0,37,6,2,2,10651.0,672,9979.0,0.767,2073,54,0.5429999999999999,0.063
0,1,49,0,3,5,1,4,0,31,6,3,3,2960.0,1835,1125.0,0.532,3941,64,0.455,0.62
0,1,42,1,3,3,1,0,0,36,3,1,2,19156.0,1353,17803.0,1.41,3547,61,0.649,0.071
0,1,42,0,5,3,1,4,0,35,5,4,3,1514.0,745,769.0,0.6940000000000001,4004,69,0.6829999999999999,0.49200000000000005
0,1,45,1,1,5,2,0,0,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.48200000000000004
1,0,46,0,3,1,2,4,1,36,1,3,5,15164.0,532,14632.0,0.858,8356,68,0.478,0.035
0,1,49,0,2,0,1,4,0,41,3,1,3,2115.0,1598,517.0,0.934,4450,68,0.545,0.7559999999999999
1,0,54,0,4,2,3,1,0,38,2,2,1,1779.0,0,1779.0,0.856,2660,41,0.32299999999999995,0.0
0,1,51,1,0,6,1,2,0,43,4,1,2,3797.0,1202,2595.0,0.695,4191,65,0.757,0.317
0,1,47,0,3,3,2,5,0,41,5,1,3,5630.0,748,4882.0,0.804,4904,81,0.7609999999999999,0.133
0,1,65,1,1,6,1,1,0,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174
1,0,36,0,3,2,2,1,0,22,1,3,1,2013.0,0,2013.0,0.602,2425,50,0.9229999999999999,0.0
0,1,44,1,4,3,2,2,0,40,4,3,2,14370.0,945,13425.0,0.557,4510,79,0.6459999999999999,0.066
0,1,44,1,2,2,2,5,0,36,6,3,1,28292.0,0,28292.0,0.542,3948,60,0.5379999999999999,0.0
0,1,46,0,3,5,1,4,0,29,5,1,1,2228.0,1449,779.0,0.61,4382,83,0.6940000000000001,0.65
0,1,38,0,2,2,1,4,0,33,5,2,3,2228.0,1717,511.0,1.625,2334,61,0.848,0.7709999999999999
0,1,44,1,2,2,3,3,0,37,2,3,0,15821.0,1334,14487.0,0.81,8927,103,0.635,0.084
0,1,48,0,2,2,1,4,3,35,5,2,2,13994.0,0,13994.0,0.57,3299,63,0.853,0.0
0,1,46,1,5,3,1,0,0,32,5,2,2,34516.0,1024,33492.0,0.72,2436,71,0.6509999999999999,0.03
0,1,44,1,4,6,2,3,0,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073
0,1,43,0,3,2,2,5,0,33,3,3,1,2341.0,1818,523.0,0.833,4356,70,0.628,0.777
0,1,43,1,1,4,2,2,0,38,4,2,3,2387.0,1482,905.0,0.868,3909,67,0.675,0.621
0,1,54,0,2,3,1,4,0,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.44799999999999995
0,1,31,1,0,2,2,1,0,24,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.7040000000000001,0.14400000000000002
0,1,41,1,3,2,2,3,0,26,4,3,2,11806.0,1811,9995.0,0.754,1465,31,0.47600000000000003,0.153
0,1,65,0,1,3,1,4,0,36,3,2,0,3198.0,2493,705.0,0.665,1936,44,1.3159999999999998,0.78
0,1,43,1,3,6,1,1,0,33,6,1,2,4402.0,1640,2762.0,0.7190000000000001,1774,46,1.0,0.373
0,1,56,0,3,2,2,1,0,36,4,1,0,5108.0,1656,3452.0,0.711,1631,41,0.32299999999999995,0.324
0,1,39,1,3,3,2,2,0,26,6,1,4,24534.0,1475,23059.0,0.528,3505,60,0.935,0.06
0,1,57,1,3,2,2,0,0,36,2,2,1,17268.0,1197,16071.0,0.637,4077,90,0.698,0.069
0,1,58,0,3,6,1,4,0,48,2,1,2,3603.0,1465,2138.0,0.63,14235,101,0.6559999999999999,0.40700000000000003
1,0,43,0,3,3,0,4,0,24,4,2,2,1662.0,613,1049.0,0.868,2326,31,0.55,0.369
0,1,38,0,4,1,1,4,0,26,4,2,4,4002.0,1402,2600.0,0.579,2114,53,0.514,0.35
1,0,35,0,3,0,2,4,0,25,4,3,2,3611.0,2517,1094.0,0.537,2178,45,0.552,0.6970000000000001
0,1,56,1,1,6,1,3,0,36,6,1,3,12786.0,1880,10906.0,0.7020000000000001,1205,19,0.462,0.147
0,1,57,0,4,4,2,1,0,48,4,2,1,2576.0,1678,898.0,0.7709999999999999,3913,86,0.72,0.6509999999999999
1,0,41,1,4,2,1,3,3,28,3,2,3,34516.0,825,33691.0,0.616,2022,52,0.733,0.024
0,1,50,1,0,5,1,2,0,46,4,1,3,3640.0,659,2981.0,0.938,3756,70,0.8420000000000001,0.18100000000000002
1,0,43,1,2,5,1,2,0,24,2,3,3,14447.0,0,14447.0,0.856,915,29,2.222,0.0
0,1,48,0,5,2,1,4,0,36,5,3,0,6921.0,1023,5898.0,0.816,4608,79,0.927,0.14800000000000002
0,1,55,1,2,2,1,3,0,47,3,3,3,9959.0,1209,8750.0,0.5479999999999999,1584,28,0.273,0.121
1,0,51,0,2,0,1,1,0,46,3,1,3,4882.0,695,4187.0,0.508,1544,44,0.517,0.142
0,1,51,1,2,1,2,1,0,40,4,3,3,6492.0,719,5773.0,0.711,4828,78,0.529,0.111
0,1,59,0,0,2,2,1,0,48,4,1,2,4205.0,710,3495.0,0.504,2023,38,0.727,0.16899999999999998
0,1,35,0,0,3,2,4,0,36,4,3,4,5931.0,0,5931.0,0.6679999999999999,2730,71,0.614,0.0
0,1,46,0,4,3,3,1,0,38,6,2,0,3645.0,1179,2466.0,0.5589999999999999,4680,87,0.9329999999999999,0.32299999999999995
1,0,51,1,3,2,2,3,1,36,4,3,3,34516.0,2201,32315.0,0.978,8614,63,0.75,0.064
0,1,52,0,4,2,2,4,0,46,3,3,3,3231.0,2215,1016.0,0.515,4610,90,0.607,0.6859999999999999
0,1,45,0,3,2,3,4,0,32,6,1,3,2900.0,2018,882.0,0.705,4467,79,0.7559999999999999,0.696
0,1,55,0,2,2,1,5,0,41,1,1,1,3591.0,1760,1831.0,0.507,13289,121,0.754,0.49
0,1,36,0,1,2,1,1,0,36,5,1,3,3635.0,1617,2018.0,0.828,4045,62,1.067,0.445
0,1,49,1,3,2,2,2,0,32,3,1,4,7154.0,1472,5682.0,1.002,3607,59,0.735,0.20600000000000002
0,1,45,0,4,3,2,4,0,35,3,2,2,1502.0,0,1502.0,0.7390000000000001,4890,61,0.794,0.0
0,1,43,1,2,0,1,3,0,24,6,1,4,1669.0,0,1669.0,0.698,3591,59,0.7879999999999999,0.0
0,1,53,0,1,0,1,4,0,36,1,3,3,1665.0,964,701.0,1.0490000000000002,4881,75,0.9229999999999999,0.579
1,0,48,0,3,2,2,1,0,41,5,3,3,1899.0,671,1228.0,0.736,2434,45,0.406,0.353
0,1,46,0,4,3,1,4,0,36,5,2,1,2374.0,1332,1042.0,0.6859999999999999,4253,81,0.884,0.561
0,1,44,1,3,4,1,0,0,35,3,4,1,27391.0,587,26804.0,0.821,2862,56,1.24,0.021
0,1,43,0,1,3,2,1,0,36,5,2,1,8156.0,0,8156.0,0.6629999999999999,3992,73,0.5529999999999999,0.0
0,1,49,1,5,0,1,1,0,40,4,3,4,3970.0,892,3078.0,0.772,13697,102,0.759,0.225
0,1,56,0,1,6,1,1,0,49,2,2,2,2604.0,1395,1209.0,0.528,4498,85,0.7,0.536
0,1,56,1,1,5,1,0,0,36,3,2,2,6041.0,1355,4686.0,0.685,1747,49,0.581,0.22399999999999998
0,1,57,1,0,2,1,1,0,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38
0,1,35,1,1,6,2,1,0,25,5,3,3,2657.0,1983,674.0,0.831,2591,59,0.903,0.746
0,1,52,1,4,2,1,1,0,33,5,2,1,5776.0,874,4902.0,0.894,4029,72,0.636,0.151
0,1,32,0,0,3,1,1,0,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807
0,1,31,0,0,5,2,4,0,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365
0,1,53,1,3,3,1,2,0,43,5,3,2,5264.0,2169,3095.0,0.374,1219,27,0.5,0.41200000000000003
0,1,50,0,2,2,2,5,0,40,5,2,2,6610.0,1663,4947.0,0.813,4735,83,0.7659999999999999,0.252
0,1,48,1,1,0,1,2,0,44,2,3,1,15355.0,1823,13532.0,0.809,15053,111,1.018,0.11900000000000001
0,1,26,1,0,2,2,4,0,13,6,3,2,2585.0,2019,566.0,0.525,2644,40,0.48100000000000004,0.7809999999999999
0,1,52,1,2,6,1,4,0,36,3,3,3,2846.0,1606,1240.0,0.6970000000000001,5092,86,0.792,0.564
1,0,35,1,2,6,2,4,0,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0
0,1,42,1,3,2,0,1,0,33,4,2,4,3178.0,1800,1378.0,0.89,4605,86,0.623,0.5660000000000001
